URL,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES
https://datos.gob.es/catalogo/cca2e958-f798-4dc1-95ca-d5ef0d1680d3,https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol,[es]Instalaciones deportivas - Fútbol,[es]Previsualización disponible en la siguiente URL de Geoportal https://callejero.malaga.eu/?gplayers=deporte-futbol,Deporte,[es]deportes//futbol//geoportal//instalaciones deportivas,2017-11-30T00:00:00+0100,2022-05-05T00:00:00+0200,[TYPE]http://www.w3.org/2006/time#months[VALUE]1,es,Ayuntamiento de Málaga,http://creativecommons.org/licenses/by-sa/4.0/,Málaga,,,,,[TITLE_es]KML Sistema Referencia EPSG 4326[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-4326.kml[MEDIA_TYPE]KML[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/23f20497-e018-403f-8ce5-252b885d1741//[TITLE_es]GML Sistema Referencia EPSG 25830[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-25830.gml[MEDIA_TYPE]GML[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/20ca9ce5-8b77-4ac7-9cf5-52403199585c//[TITLE_es]GML Sistema Referencia EPSG 4326[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-4326.gml[MEDIA_TYPE]GML[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/1b6be8ac-e2a5-44ed-8f2c-e4544c716b59//[TITLE_es]SHP Sistema Referencia EPSG 4326[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-4326.zip[MEDIA_TYPE]SHP[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/a2560ceb-fa33-4955-9a50-690fa86b674c//[TITLE_es]GEOJSON Sistema Referencia EPSG 4326[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-4326.geojson[MEDIA_TYPE]JSON[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/5a3cdc80-10b5-469b-8fea-f8c565406f0e//[TITLE_es]GEOJSON Sistema Referencia EPSG 25830[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-25830.geojson[MEDIA_TYPE]JSON[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/f90a8707-d64f-4b7c-bfaa-6fb57a57dc28//[TITLE_es]SHP Sistema Referencia EPSG 25830[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos/da_deportesFutbol-25830.zip[MEDIA_TYPE]SHP[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/5701667e-4339-46e5-9a18-8cbd83f8f19d//[TITLE_es]CSV Sistema Referencia EPSG 4326[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-4326.csv[MEDIA_TYPE]CSV[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/81137861-88d3-43c6-9579-68a6d64f431c//[TITLE_es]KML Sistema Referencia EPSG 25830[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-25830.kml[MEDIA_TYPE]KML[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/cfe26258-21d2-4589-af84-72ad94389553//[TITLE_es]CSV Sistema Referencia EPSG 25830[ACCESS_URL]https://datosabiertos.malaga.eu/recursos/deportes/equipamientos//da_deportesFutbol-25830.csv[MEDIA_TYPE]CSV[RELATION]https://datosabiertos.malaga.eu/dataset/instalaciones-deportivas-futbol/resource/0e8a6809-4d7b-4420-863f-875497a583bd
